Period,Campaign,Reach,Sample,Sample_subcategory,Sample_category,d13C_vs_VPDB,X15N_calib_vs_air,C_N,Season,Period_Season
After,Jan'18,Control,Rhithrogena,Collector-gatherer,Invertebrate,-27.49977174,4.257826226,3.99389887750703,Winter,After_Winter
After,Jan'18,Control,Ecdyonurus,Collector-gatherer,Invertebrate,-28.36604291,4.125151547,3.89134113098212,Winter,After_Winter
After,Jan'18,Control,Ecdyonurus,Collector-gatherer,Invertebrate,-28.38138419,4.329650112,3.81690689689224,Winter,After_Winter
After,Jan'18,Control,Ecdyonurus,Collector-gatherer,Invertebrate,-28.19319778,4.388505796,3.83395764486153,Winter,After_Winter
After,Jan'18,Control,Sericostoma,Shredder,Invertebrate,-29.2466326,5.060857173,7.14770713884504,Winter,After_Winter
After,Jan'18,Control,Sericostoma,Shredder,Invertebrate,-28.08478604,5.406010848,6.14744139323815,Winter,After_Winter
After,Jan'18,Control,Leptocerus,Shredder,Invertebrate,-28.51536474,2.013329788,6.26710437945223,Winter,After_Winter
After,Jan'18,Control,Ephemera,Collector-gatherer,Invertebrate,-29.40106819,1.680146762,7.30259575265007,Winter,After_Winter
After,Jan'18,Impact,Onychogomphus,Predator,Invertebrate,-27.06510203,6.46142295,3.95128170970882,Winter,After_Winter
After,Jan'18,Impact,Calopteryx,Predator,Invertebrate,-27.17965029,6.936258641,3.85644540924241,Winter,After_Winter
After,Jan'18,Impact,Atherix,Predator,Invertebrate,-27.50693101,7.97072211,5.32670725810418,Winter,After_Winter
After,Jan'18,Impact,Atherix,Predator,Invertebrate,-27.31669909,6.109286398,5.09735144672134,Winter,After_Winter
After,Jan'18,Impact,Atherix,Predator,Invertebrate,-27.92728219,7.250488142,5.47001593204472,Winter,After_Winter
After,Jan'18,Impact,Echinogammarus,Shredder,Invertebrate,-27.47829395,3.968535574,5.2367049679128,Winter,After_Winter
After,Jan'18,Impact,Echinogammarus,Shredder,Invertebrate,-27.22567414,4.654852707,4.75540422157277,Winter,After_Winter
After,Jan'18,Impact,Echinogammarus,Shredder,Invertebrate,-27.19601432,4.333640328,5.08165043414748,Winter,After_Winter
After,Jan'18,Impact,Baetis,Collector-gatherer,Invertebrate,-28.19217502,6.82553015,4.55133076539046,Winter,After_Winter
After,Jan'18,Impact,Baetis,Collector-gatherer,Invertebrate,-27.65113908,6.263907264,4.35471075666654,Winter,After_Winter
After,Jan'18,Impact,Habroleptoides,Collector-gatherer,Invertebrate,-27.20624185,5.376084228,5.16977855980401,Winter,After_Winter
After,Jan'18,Impact,Habroleptoides,Collector-gatherer,Invertebrate,-26.94646277,5.344162501,5.18924097138154,Winter,After_Winter
After,Jan'18,Impact,Habroleptoides,Collector-gatherer,Invertebrate,-27.06101103,5.140661491,4.92299630569102,Winter,After_Winter
After,Jan'18,Impact,Baetis,Collector-gatherer,Invertebrate,-26.06075932,7.109833032,4.42410607152769,Winter,After_Winter
After,Jan'18,Impact,Epeorus,Scraper,Invertebrate,-31.08860942,6.852464107,5.13434791938293,Winter,After_Winter
After,Jan'18,Impact,Epeorus,Scraper,Invertebrate,-30.71223659,6.588112305,5.31145221039324,Winter,After_Winter
After,Jan'18,Impact,Epeorus,Scraper,Invertebrate,-30.14665459,6.302811869,5.29709088602962,Winter,After_Winter
After,Jan'18,Impact,Oligochaeta,Collector-gatherer,Invertebrate,-26.09655565,6.683877486,5.02608540610072,Winter,After_Winter
After,Jan'18,Impact,Hydropsyche,Collector-filterer,Invertebrate,-26.78793617,6.479378922,4.42338846940004,Winter,After_Winter
After,Jan'18,Impact,Hydropsyche,Collector-filterer,Invertebrate,-27.19908258,5.852915027,4.46482948219362,Winter,After_Winter
After,Jan'18,Impact,Hydropsyche,Collector-filterer,Invertebrate,-26.56190792,5.715252579,4.30452663194619,Winter,After_Winter
After,Jan'18,Impact,Leuctra,Shredder,Invertebrate,-27.17760478,5.108739764,4.84984846634695,Winter,After_Winter
After,Jan'18,Impact,Leuctra,Shredder,Invertebrate,-27.62352477,4.875312134,4.88386131270804,Winter,After_Winter
After,Jan'18,Impact,Ecdyonurus,Collector-gatherer,Invertebrate,-27.86898531,5.264358184,4.00595706329153,Winter,After_Winter
After,Jan'18,Impact,Ecdyonurus,Collector-gatherer,Invertebrate,-27.76773284,5.653404233,3.91372998961243,Winter,After_Winter
After,Jan'18,Impact,Rhithrogena,Collector-gatherer,Invertebrate,-27.5928422,4.969082208,4.07306518516245,Winter,After_Winter
After,Jan'18,Impact,Rhithrogena,Collector-gatherer,Invertebrate,-27.5478411,5.377081782,4.03147542170063,Winter,After_Winter
After,Jan'18,Impact,Rhyacophila,Predator,Invertebrate,-27.66545761,7.424062533,4.50383487498668,Winter,After_Winter
After,Jan'18,Impact,Rhyacophila,Predator,Invertebrate,-26.63452333,5.624475167,4.41937982389916,Winter,After_Winter
After,Jan'18,Impact,Rhyacophila,Predator,Invertebrate,-26.8922569,7.007084973,4.31478893572666,Winter,After_Winter
After,Jan'18,Impact,Hyporhyacophila,Predator,Invertebrate,-27.06817029,6.68986281,4.49396798796983,Winter,After_Winter
After,Jan'18,Impact,Polycentropus,Predator,Invertebrate,-26.58747673,11.38933957,4.6727936907389,Winter,After_Winter
After,Jan'18,Impact,Tipula,Shredder,Invertebrate,-29.701698,1.786336627,9.61250953171523,Winter,After_Winter
After,Jan'18,Impact,Tipula,Shredder,Invertebrate,-29.0420233,1.200294975,7.98212319920168,Winter,After_Winter
After,Jan'18,Impact,Tipula,Shredder,Invertebrate,-29.02460953,0.734261852,6.24094180329229,Winter,After_Winter
After,Jan'18,Impact,Echinogammarus,Shredder,Invertebrate,-26.07451148,4.888557111,5.26950350802224,Winter,After_Winter
After,Jan'18,Impact,Echinogammarus,Shredder,Invertebrate,-26.71574807,4.697543535,5.55499369906078,Winter,After_Winter
After,Jan'18,Impact,Echinogammarus,Shredder,Invertebrate,-26.88886146,4.753547516,5.14400400482391,Winter,After_Winter
After,Jan'18,Impact,Cordulegaster,Predator,Invertebrate,-25.98949129,10.50895657,4.34686942845284,Winter,After_Winter
After,Jan'18,Impact,Onychogomphus,Predator,Invertebrate,-25.77745299,8.483812638,4.05176113774564,Winter,After_Winter
After,Jan'18,Impact,Onychogomphus,Predator,Invertebrate,-27.07529127,6.563676167,4.91749953709066,Winter,After_Winter
After,Jan'18,Impact,Onychogomphus,Predator,Invertebrate,-26.37669166,7.840766934,4.577443255134,Winter,After_Winter
After,Jan'18,Impact,Tabanidae,Collector-gatherer- Predator,Invertebrate,-26.48936902,10.21593575,4.7269573648838,Winter,After_Winter
After,Jan'18,Impact,Atherix,Predator,Invertebrate,-28.25635483,6.609679437,5.758664206458,Winter,After_Winter
After,Jan'18,Impact,Atherix,Predator,Invertebrate,-28.69579652,5.466598195,5.74360332168704,Winter,After_Winter
After,Jan'18,Impact,Atherix,Predator,Invertebrate,-28.60667897,6.220651788,5.29742111554569,Winter,After_Winter
After,Jan'18,Impact,Habroleptoides,Collector-gatherer,Invertebrate,-27.08758334,5.333588741,4.96284862328617,Winter,After_Winter
After,Jan'18,Impact,Habroleptoides,Collector-gatherer,Invertebrate,-26.81818203,5.152575876,4.96579179093001,Winter,After_Winter
After,Jan'18,Impact,Habroleptoides,Collector-gatherer,Invertebrate,-26.94315146,5.181577937,4.84512156041756,Winter,After_Winter
After,Jan'18,Impact,Perla,Predator,Invertebrate,-28.11806898,5.73161703,4.18333897158945,Winter,After_Winter
After,Jan'18,Impact,Perla,Predator,Invertebrate,-27.47683239,8.263797,4.47738212748138,Winter,After_Winter
After,Jan'18,Impact,Hydropsyche,Collector-filterer,Invertebrate,-26.63482524,5.794621508,4.48468716326114,Winter,After_Winter
After,Jan'18,Impact,Hydropsyche,Collector-filterer,Invertebrate,-26.60102203,5.859626128,4.26629235097037,Winter,After_Winter
After,Jan'18,Impact,Hydropsyche,Collector-filterer,Invertebrate,-26.28962279,6.215651432,4.6114029570456,Winter,After_Winter
After,Jan'18,Impact,Ephemera,Collector-gatherer,Invertebrate,-27.20128504,6.538674391,5.09836042337346,Winter,After_Winter
After,Jan'18,Impact,Ephemera,Collector-gatherer,Invertebrate,-26.63175222,7.286727557,4.82820846753257,Winter,After_Winter
After,Jan'18,Impact,Epeorus,Scraper,Invertebrate,-30.42180874,5.904629327,5.68541296759194,Winter,After_Winter
After,Jan'18,Impact,Epeorus,Scraper,Invertebrate,-31.21259892,6.07464141,4.93613791111856,Winter,After_Winter
After,Jan'18,Impact,Epeorus,Scraper,Invertebrate,-30.46585535,6.409665221,4.72394825103805,Winter,After_Winter
After,Jan'18,Impact,Oligochaeta,Collector-gatherer,Invertebrate,-26.90832391,5.859626128,4.45454542759368,Winter,After_Winter
After,Jan'18,Impact,Simuliidae,Collector-filterer,Invertebrate,-26.18309148,6.841695927,4.58044788821769,Winter,After_Winter
After,Jan'18,Impact,Baetis,Collector-gatherer,Invertebrate,-28.77979236,5.761619163,4.46285496692436,Winter,After_Winter
After,Jan'18,Impact,Baetis,Collector-gatherer,Invertebrate,-28.33522898,5.324588101,4.57630703273235,Winter,After_Winter
After,Jan'18,Impact,Leuctra,Shredder,Invertebrate,-26.93700542,4.783549648,4.64256082512042,Winter,After_Winter
After,Jan'18,Impact,Leuctra,Shredder,Invertebrate,-27.16236013,4.787549932,4.74617857517677,Winter,After_Winter
After,Jan'18,Impact,Ecdyonurus,Collector-gatherer,Invertebrate,-28.05865728,5.140575023,3.99789851136836,Winter,After_Winter
After,Jan'18,Impact,Ecdyonurus,Collector-gatherer,Invertebrate,-28.1160203,5.013565996,4.06877097650911,Winter,After_Winter
After,Jan'18,Impact,Ecdyonurus,Collector-gatherer,Invertebrate,-27.96032068,5.17457744,4.01010225553559,Winter,After_Winter
After,Jan'18,Impact,Radix,Scraper,Invertebrate,-25.20894451,10.46195323,4.19101152969136,Winter,After_Winter
After,Jan'18,Impact,Rhithrogena,Collector-gatherer,Invertebrate,-27.70833314,5.022566636,4.06481536919789,Winter,After_Winter
After,Jan'18,Impact,Rhithrogena,Collector-gatherer,Invertebrate,-27.51985465,5.152575876,4.35217238550137,Winter,After_Winter
After,Jan'18,Impact,Lepidostoma,Shredder,Invertebrate,-28.1805537,2.011352619,5.156109461863,Winter,After_Winter
After,Jan'18,Impact,Glyphotaelius,Shredder,Invertebrate,-28.82691199,2.08635795,6.33786413528777,Winter,After_Winter
After,Jan'18,Impact,Rhyacophila,Predator,Invertebrate,-27.10397278,8.333801976,4.93914995522791,Winter,After_Winter
After,Jan'18,Impact,Rhyacophila,Predator,Invertebrate,-27.43381013,7.834766508,4.27218574319625,Winter,After_Winter
After,Jan'18,Impact,Hyporhyacophila,Predator,Invertebrate,-27.26786711,6.234652783,4.97411482783127,Winter,After_Winter
After,Jan'18,Impact,Potamopyrgus,Scraper,Invertebrate,-25.8757896,8.12378705,5.2107876866581,Winter,After_Winter
After,Jan'18,Impact,Echinogammarus,Shredder,Invertebrate,-26.56656682,3.757034755,4.84788377436872,Winter,After_Winter
After,Jan'18,Impact,Echinogammarus,Shredder,Invertebrate,-26.20100049,3.25266415,5.29751344146365,Winter,After_Winter
After,Jan'18,Impact,Echinogammarus,Shredder,Invertebrate,-27.02657112,4.691164929,4.99462602322406,Winter,After_Winter
After,Jan'18,Impact,Cordulegaster,Predator,Invertebrate,-26.80824678,4.442461475,4.03648879758767,Winter,After_Winter
After,Jan'18,Impact,Cordulegaster,Predator,Invertebrate,-27.26926654,2.98704886,4.06614742582696,Winter,After_Winter
After,Jan'18,Impact,Calopteryx,Predator,Invertebrate,-26.95650424,4.994583143,4.12489138027652,Winter,After_Winter
After,Jan'18,Impact,Atherix,Predator,Invertebrate,-28.35581091,5.911801483,5.11474345802626,Winter,After_Winter
After,Jan'18,Impact,Atherix,Predator,Invertebrate,-27.62975556,5.286063592,4.88284012505516,Winter,After_Winter
After,Jan'18,Impact,Atherix,Predator,Invertebrate,-27.40533845,5.987407333,5.49931288774131,Winter,After_Winter
After,Jan'18,Impact,Ephemera,Collector-gatherer,Invertebrate,-27.10780808,4.620533148,4.29327008773375,Winter,After_Winter
After,Jan'18,Impact,Habroleptoides,Collector-gatherer,Invertebrate,-27.07328237,4.367850439,4.6452011395384,Winter,After_Winter
After,Jan'18,Impact,Habroleptoides,Collector-gatherer,Invertebrate,-27.0803906,4.022650044,4.70455701072749,Winter,After_Winter
After,Jan'18,Impact,Habroleptoides,Collector-gatherer,Invertebrate,-27.10882354,4.207685414,4.68935575484607,Winter,After_Winter
After,Jan'18,Impact,Simuliidae,Collector-filterer,Invertebrate,-26.44064953,5.847138585,4.59052102713659,Winter,After_Winter
After,Jan'18,Impact,Boyeria,Predator,Invertebrate,-27.73942546,6.524606794,4.66674537034669,Winter,After_Winter
After,Jan'18,Impact,Boyeria,Predator,Invertebrate,-27.98618273,5.35072649,4.57139821009858,Winter,After_Winter
After,Jan'18,Impact,Boyeria,Predator,Invertebrate,-27.57390515,5.594455875,3.91099554603276,Winter,After_Winter
After,Jan'18,Impact,Onychogomphus,Predator,Invertebrate,-25.97049061,10.16860981,4.31444606441339,Winter,After_Winter
After,Jan'18,Impact,Onychogomphus,Predator,Invertebrate,-26.83566426,6.501726076,4.42636378899461,Winter,After_Winter
After,Jan'18,Impact,Baetis,Collector-gatherer,Invertebrate,-28.29589865,4.886148437,4.54997576586181,Winter,After_Winter
After,Jan'18,Impact,Leuctra,Shredder,Invertebrate,-27.30683864,3.548123853,4.5685142888667,Winter,After_Winter
After,Jan'18,Impact,Perla,Predator,Invertebrate,-27.70693067,5.982433264,4.62791695692594,Winter,After_Winter
After,Jan'18,Impact,Perla,Predator,Invertebrate,-28.22887815,5.490995238,4.00599269276293,Winter,After_Winter
After,Jan'18,Impact,Rhyacophila,Predator,Invertebrate,-26.99712272,2.45780791,4.9159466814021,Winter,After_Winter
After,Jan'18,Impact,Hydropsyche,Collector-filterer,Invertebrate,-26.83972611,5.977459195,4.82408533790799,Winter,After_Winter
After,Jan'18,Impact,Hydropsyche,Collector-filterer,Invertebrate,-27.20224605,5.065214924,4.5805105538911,Winter,After_Winter
After,Jan'18,Impact,Oligochaeta,Collector-gatherer,Invertebrate,-26.02938741,8.11332446,4.66874996676237,Winter,After_Winter
After,Jan'18,Impact,Epeorus,Scraper,Invertebrate,-30.93203806,5.582518109,5.53562559219061,Winter,After_Winter
After,Jan'18,Impact,Epeorus,Scraper,Invertebrate,-31.15950156,5.37161758,5.33804412087246,Winter,After_Winter
After,Jan'18,Impact,Epeorus,Scraper,Invertebrate,-32.404458,5.360674628,5.2805849633445,Winter,After_Winter
After,Jan'18,Impact,Rhithrogena,Collector-gatherer,Invertebrate,-27.46423525,5.031391255,4.0426840207752,Winter,After_Winter
After,Jan'18,Impact,Ecdyonurus,Collector-gatherer,Invertebrate,-27.85823452,4.713050833,3.96701134287294,Winter,After_Winter
After,Jan'18,Impact,Ecdyonurus,Collector-gatherer,Invertebrate,-27.71606983,4.788656683,3.98699340034171,Winter,After_Winter
After,Jan'18,Impact,Ecdyonurus,Collector-gatherer,Invertebrate,-27.86229636,4.715040461,3.89769027580802,Winter,After_Winter
After,Jan'18,Impact,Lepidostoma,Shredder,Invertebrate,-27.64092564,2.628915886,5.82010586018192,Winter,After_Winter
After,Jan'18,Impact,Hexatoma,Predator,Invertebrate,-26.71888612,5.518850025,4.59723125346524,Winter,After_Winter
After,Jan'18,Impact,Dugesia,Predator,Invertebrate,-27.65717303,9.401608353,5.71908275555574,Winter,After_Winter
After,Jan'18,Impact,Halesus,Shredder,Invertebrate,-28.67263506,3.319316675,6.14940930192201,Winter,After_Winter
After,Jan'18,Impact,Halesus,Shredder,Invertebrate,-28.66958867,5.529792977,6.99368524677381,Winter,After_Winter
After,Jan'18,Control,Phoxinus bigerri M,Omnivorous,Fish,-24.63414259,13.54401309,3.53243537407423,Winter,After_Winter
After,Jan'18,Control,Phoxinus bigerri M,Omnivorous,Fish,-25.43635759,13.21472971,4.21441728165667,Winter,After_Winter
After,Jan'18,Control,Phoxinus bigerri M,Omnivorous,Fish,-25.5429811,7.718383375,3.37123936146278,Winter,After_Winter
After,Jan'18,Control,Phoxinus bigerri M,Omnivorous,Fish,-25.89839281,7.704455981,3.38280192776138,Winter,After_Winter
After,Jan'18,Control,Phoxinus bigerri M,Omnivorous,Fish,-27.08749884,8.009863823,3.40479154432271,Winter,After_Winter
After,Jan'18,Control,Salmo trutta M,Top-predator,Fish,-25.71510458,10.66345529,3.38124090154519,Winter,After_Winter
After,Jan'18,Impact,Phoxinus bigerri M,Omnivorous,Fish,-24.59723137,12.76024551,3.71116627098885,Winter,After_Winter
After,Jan'18,Impact,Phoxinus bigerri M,Omnivorous,Fish,-24.34098828,12.29429213,3.47338876543642,Winter,After_Winter
After,Jan'18,Impact,Phoxinus bigerri M,Omnivorous,Fish,-24.02553365,13.87036949,3.31477729743171,Winter,After_Winter
After,Jan'18,Impact,Phoxinus bigerri M,Omnivorous,Fish,-24.86878778,11.51869879,3.522091086584,Winter,After_Winter
After,Jan'18,Impact,Anguilla anguilla M,Top-predator,Fish,-23.96121765,12.95538838,3.71758654176928,Winter,After_Winter
After,Jan'18,Impact,Anguilla anguilla M,Top-predator,Fish,-23.59063502,12.51133879,3.35744335683854,Winter,After_Winter
After,Jan'18,Impact,Anguilla anguilla M,Top-predator,Fish,-23.38441549,13.83452692,3.57937377151847,Winter,After_Winter
After,Jan'18,Impact,Anguilla anguilla M,Top-predator,Fish,-24.91166511,13.482075,3.73915809783717,Winter,After_Winter
After,Jan'18,Impact,Anguilla anguilla M,Top-predator,Fish,-22.73308845,12.84686505,3.38925097746682,Winter,After_Winter
After,Jan'18,Impact,Salmo trutta M,Top-predator,Fish,-25.05765221,11.11845678,3.37065560523826,Winter,After_Winter
After,Jan'18,Impact,Barbatula quignardi M,Unknown,Fish,-25.20261841,10.78691303,3.51135338381447,Winter,After_Winter
After,Jan'18,Impact,Barbatula quignardi M,Unknown,Fish,-25.43027661,11.85422505,3.56937156834883,Winter,After_Winter
After,Jan'18,Impact,Barbatula quignardi M,Unknown,Fish,-25.33635484,12.756263,3.48022669899713,Winter,After_Winter
After,Jan'18,Impact,Barbatula quignardi M,Unknown,Fish,-25.20261841,12.23555014,3.60748004593515,Winter,After_Winter
After,Jan'18,Impact,Barbatula quignardi M,Unknown,Fish,-25.31491618,11.46991307,3.66634493817493,Winter,After_Winter
After,Jan'18,Impact,Parachondrostoma arrigonis M,Unknown,Fish,-24.09189142,13.9301071,3.34821854659293,Winter,After_Winter
After,Jan'18,Impact,Parachondrostoma arrigonis M,Unknown,Fish,-24.94025,13.14057498,3.41184408484197,Winter,After_Winter
After,Jan'18,Impact,Phoxinus bigerri M,Omnivorous,Fish,-24.49105893,13.44722806,3.35193871191923,Winter,After_Winter
Before,Mar'17,Impact,Biofilm,Biofilm,Resource,-27.98147768,2.117989747,8.08216400578443,Spring,Before_Spring
Before,Mar'17,Impact,Biofilm,Biofilm,Resource,-27.75688215,2.041326476,7.16990231345328,Spring,Before_Spring
Before,Mar'17,Control,Rubus A,AqCPOM,Resource,-29.71290506,-2.925856048,26.5670726313549,Spring,Before_Spring
Before,Mar'17,Control,Platanus A,AqCPOM,Resource,-29.08914201,0.993926994,44.46196686906,Spring,Before_Spring
Before,Mar'17,Control,Laurus A,AqCPOM,Resource,-29.75067794,-2.667988685,31.6180879077478,Spring,Before_Spring
Before,Mar'17,Control,Quercus A,AqCPOM,Resource,-29.0268678,-0.015638666,38.5763086999088,Spring,Before_Spring
Before,Mar'17,Control,Bambusa A,AqCPOM,Resource,-31.44841599,3.370488367,19.1291215560102,Spring,Before_Spring
Before,Mar'17,Control,Castanea A,AqCPOM,Resource,-28.62974206,-2.394191292,30.7071632578351,Spring,Before_Spring
Before,Mar'17,Control,FBOM,FBOM,Resource,-28.41127186,1.321488239,16.3582290438016,Spring,Before_Spring
Before,Mar'17,Control,FBOM,FBOM,Resource,-27.83957414,1.3533483,18.3681983295725,Spring,Before_Spring
Before,Mar'17,Control,Bryophyte,Bryophyte,Resource,-32.08340882,4.10426538,11.7195156283759,Spring,Before_Spring
Before,Mar'17,Control,Bryophyte,Bryophyte,Resource,-30.70827162,3.824494226,13.3747057031237,Spring,Before_Spring
Before,Mar'17,Control,Biofilm,Biofilm,Resource,-30.47142543,3.368497113,7.09626742102487,Spring,Before_Spring
Before,Mar'17,Control,Biofilm,Biofilm,Resource,-28.66853583,2.445550991,6.98730006640357,Spring,Before_Spring
Before,Mar'17,Control,FBOM,FBOM,Resource,-28.22240744,2.098077209,15.6565531906859,Spring,Before_Spring
Before,Mar'17,Control,Biofilm,Biofilm,Resource,-28.55827985,2.570004352,7.19282731312117,Spring,Before_Spring
Before,Mar'17,Impact,Bambusa A,AqCPOM,Resource,-31.38738297,2.411766691,19.8453749010745,Spring,Before_Spring
Before,Mar'17,Impact,FBOM,FBOM,Resource,-28.1277623,1.405600675,18.2180635052381,Spring,Before_Spring
Before,Mar'17,Impact,Biofilm,Biofilm,Resource,-27.21658034,2.005145027,7.33653191537822,Spring,Before_Spring
Before,Mar'17,Impact,FBOM,FBOM,Resource,-27.33813937,2.740229934,12.0793978547627,Spring,Before_Spring
Before,Mar'17,Impact,Biofilm,Biofilm,Resource,-26.1470652,2.274247442,7.04591076842593,Spring,Before_Spring
Before,Mar'17,Impact,Bryophyte,Bryophyte,Resource,-30.42614729,4.04814682,12.7116425797437,Spring,Before_Spring
Before,Mar'17,Impact,Alnus A,AqCPOM,Resource,-27.86932168,-1.780097036,17.4822427163193,Spring,Before_Spring
Before,Mar'17,Impact,Bryophyte,Bryophyte,Resource,-30.25759906,5.276915937,12.4286809917208,Spring,Before_Spring
Before,Mar'17,Impact,Corylus A,AqCPOM,Resource,-30.3137818,-0.689836515,25.9136070428343,Spring,Before_Spring
Before,Mar'17,Impact,Bryophyte,Bryophyte,Resource,-33.71334858,3.910627571,10.7526110978355,Spring,Before_Spring
Before,Mar'17,Impact,Corylus A,AqCPOM,Resource,-30.93179199,8.011471364,32.0196484090648,Spring,Before_Spring
Before,Mar'17,Impact,Bryophyte,Bryophyte,Resource,-30.07577127,4.621968147,10.8214546383034,Spring,Before_Spring
Before,Mar'17,Impact,Bryophyte,Bryophyte,Resource,-30.89603933,4.735743065,11.7323561840546,Spring,Before_Spring
Before,Mar'17,Impact,Bryophyte,Bryophyte,Resource,-31.67442572,3.876989769,12.2043258503066,Spring,Before_Spring
Before,Mar'17,Impact,Corylus A,AqCPOM,Resource,-29.4383525,-2.526064761,35.3211349952146,Spring,Before_Spring
Before,Mar'17,Control,Biofilm,Biofilm,Resource,-26.50969927,1.503546039,7.42636494791219,Spring,Before_Spring
Before,Mar'17,Impact,Rubus A,AqCPOM,Resource,-30.03388959,-0.070505221,29.0625612819951,Spring,Before_Spring
Before,Mar'17,Control,FBOM,FBOM,Resource,-28.53840709,1.994262209,15.0920123368966,Spring,Before_Spring
Before,Mar'17,Control,Biofilm,Biofilm,Resource,-28.98786904,2.238630946,6.74676178096577,Spring,Before_Spring
Before,Mar'17,Control,Biofilm,Biofilm,Resource,-25.31351757,3.158723763,7.13327858535943,Spring,Before_Spring
Before,Mar'17,Impact,FBOM,FBOM,Resource,-27.63846168,1.916103787,13.68041186734,Spring,Before_Spring
Before,Mar'17,Impact,Biofilm,Biofilm,Resource,-26.75077432,2.13771754,7.00850547271094,Spring,Before_Spring
Before,Mar'17,Impact,Biofilm,Biofilm,Resource,-28.01846133,2.360320641,7.03711199965565,Spring,Before_Spring
Before,Mar'17,Impact,FBOM,FBOM,Resource,-27.92652593,1.556970784,14.2259188314615,Spring,Before_Spring
Before,Mar'17,Impact,FBOM,FBOM,Resource,-27.02453751,0.64578209,18.1753433492577,Spring,Before_Spring
Before,Mar'17,Control,Rubus A,AqCPOM,Resource,-31.43796934,-2.195089954,32.6246999423526,Spring,Before_Spring
Before,Mar'17,Control,Bryophyte,Bryophyte,Resource,-29.95367547,3.163737569,13.1179346676512,Spring,Before_Spring
Before,Mar'17,Control,Bambusa A,AqCPOM,Resource,-31.53916739,2.596868042,18.9726759488569,Spring,Before_Spring
Before,Mar'17,Impact,Cordulegaster,Predator,Invertebrate,-27.06994066,4.55405967,3.91721687306394,Spring,Before_Spring
Before,Mar'17,Impact,Hydropsyche,Collector-filterer,Invertebrate,-26.20410465,7.797150067,4.72925648536522,Spring,Before_Spring
Before,Mar'17,Impact,Rhithrogena,Collector-gatherer,Invertebrate,-25.48751546,4.911088021,5.02948518591578,Spring,Before_Spring
Before,Mar'17,Impact,Echinogammarus,Shredder,Invertebrate,-25.76351986,4.290515066,5.51450174438255,Spring,Before_Spring
Before,Mar'17,Impact,Atherix,Predator,Invertebrate,-27.25394359,5.613210628,5.16203948377474,Spring,Before_Spring
Before,Mar'17,Impact,Rhithrogena,Collector-gatherer,Invertebrate,-29.08579499,4.141338875,7.16870999970261,Spring,Before_Spring
Before,Mar'17,Impact,Cordulegaster,Predator,Invertebrate,-26.76122464,6.658438474,5.04796349822158,Spring,Before_Spring
Before,Mar'17,Impact,Ecdyonurus,Collector-gatherer,Invertebrate,-25.49978232,4.8583791,5.27534846287792,Spring,Before_Spring
Before,Mar'17,Impact,Onychogomphus,Predator,Invertebrate,-26.55677693,6.695235268,4.6448585985383,Spring,Before_Spring
Before,Mar'17,Impact,Onychogomphus,Predator,Invertebrate,-26.94011637,4.481460591,4.70096358005662,Spring,Before_Spring
Before,Mar'17,Impact,Rhithrogena,Collector-gatherer,Invertebrate,-25.9107222,4.447647321,5.41519117117276,Spring,Before_Spring
Before,Mar'17,Impact,Habroleptoides,Collector-gatherer,Invertebrate,-26.62628915,4.380020781,5.16216087052191,Spring,Before_Spring
Before,Mar'17,Impact,Tipula,Shredder,Invertebrate,-28.68303302,0.648626985,5.10134812459401,Spring,Before_Spring
Before,Mar'17,Impact,Epeorus,Scraper,Invertebrate,-30.25728031,5.806145168,5.9567094361377,Spring,Before_Spring
Before,Mar'17,Impact,Habroleptoides,Collector-gatherer,Invertebrate,-26.66820093,5.222369007,5.35066863824631,Spring,Before_Spring
Before,Mar'17,Impact,Rhithrogena,Collector-gatherer,Invertebrate,-25.58462812,4.379026273,5.28515846644133,Spring,Before_Spring
Before,Mar'17,Impact,Ecdyonurus,Collector-gatherer,Invertebrate,-25.15222123,5.359611103,4.77719623132391,Spring,Before_Spring
Before,Mar'17,Impact,Ecdyonurus,Collector-gatherer,Invertebrate,-24.51229993,5.267121864,4.9954729454822,Spring,Before_Spring
Before,Mar'17,Impact,Hydropsyche,Collector-filterer,Invertebrate,-26.30837298,7.018450349,4.50260845748454,Spring,Before_Spring
Before,Mar'17,Impact,Rhyacophila,Predator,Invertebrate,-24.25265135,6.008030281,4.8464125356615,Spring,Before_Spring
Before,Mar'17,Impact,Epeorus,Scraper,Invertebrate,-27.87648684,5.470001484,5.75339630654976,Spring,Before_Spring
Before,Mar'17,Impact,Hydropsyche,Collector-filterer,Invertebrate,-26.35028476,8.010969274,4.83665856148919,Spring,Before_Spring
Before,Mar'17,Impact,Ecdyonurus,Collector-gatherer,Invertebrate,-26.06405798,4.656493988,4.77683925082324,Spring,Before_Spring
Before,Mar'17,Impact,Habroleptoides,Collector-gatherer,Invertebrate,-26.86140401,4.764895354,5.27717844840699,Spring,Before_Spring
Before,Mar'17,Impact,Sericostoma,Shredder,Invertebrate,-28.25573732,3.594359507,6.15272425767562,Spring,Before_Spring
Before,Mar'17,Impact,Habroleptoides,Collector-gatherer,Invertebrate,-26.71317943,4.278580971,5.27763955680061,Spring,Before_Spring
Before,Mar'17,Impact,Rhyacophila,Predator,Invertebrate,-26.13765915,6.508267775,5.08079800076172,Spring,Before_Spring
Before,Mar'17,Impact,Onychogomphus,Predator,Invertebrate,-27.18443137,7.210390381,5.10073374770483,Spring,Before_Spring
